Organizationcode,organizationid,Organizationname,Schoolyear,Test Administration (group),Test Subject,Percent Taking WaAIM,Denominator ExcludingPP,PercentMet IncludingPP
4201,103097,Lynden High School,2017-18,Alternate,English Language Arts,0.53%,1,
4201,103097,Lynden High School,2017-18,Alternate,Math,0.53%,1,
4201,103097,Lynden High School,2017-18,Alternate,Science,1.24%,3,
4204,102640,Lakewood High School,2017-18,Alternate,Math,0.51%,1,
4205,102953,Black Lake Elementary,2017-18,Alternate,English Language Arts,1.57%,3,
4205,102953,Black Lake Elementary,2017-18,Alternate,Math,1.57%,3,
4205,102953,Black Lake Elementary,2017-18,Alternate,Science,1.67%,1,
4206,102911,Kettle Falls High School,2017-18,Alternate,English Language Arts,3.45%,2,
4206,102911,Kettle Falls High School,2017-18,Alternate,Math,3.45%,2,
4206,102911,Kettle Falls High School,2017-18,Alternate,Science,1.82%,1,
4207,100583,Jemtegaard Middle School,2017-18,Alternate,English Language Arts,0.97%,5,
4207,100583,Jemtegaard Middle School,2017-18,Alternate,Math,0.78%,4,
4207,100583,Jemtegaard Middle School,2017-18,Alternate,Science,0.70%,1,
4208,101652,Woodinville HS,2017-18,Alternate,English Language Arts,0.50%,2,
4208,101652,Woodinville HS,2017-18,Alternate,Math,0.50%,2,
4208,101652,Woodinville HS,2017-18,Alternate,Science,0.91%,4,
4209,100612,Pacific Middle School,2017-18,Alternate,English Language Arts,0.52%,5,
4209,100612,Pacific Middle School,2017-18,Alternate,Math,0.52%,5,
4209,100612,Pacific Middle School,2017-18,Alternate,Science,0.27%,1,
4210,101236,Enumclaw Middle School,2017-18,Alternate,English Language Arts,1.50%,7,
4210,101236,Enumclaw Middle School,2017-18,Alternate,Math,1.51%,7,
4210,101236,Enumclaw Middle School,2017-18,Alternate,Science,0.68%,1,
4217,100391,Kiona-Benton Intermediate School,2017-18,Alternate,English Language Arts,0.56%,2,
4217,100391,Kiona-Benton Intermediate School,2017-18,Alternate,Math,0.56%,2,
4217,100391,Kiona-Benton Intermediate School,2017-18,Alternate,Science,0.92%,1,
4220,101983,Ilwaco High School,2017-18,Alternate,Science,1.72%,1,
4221,103271,Zillah Intermediate School,2017-18,Alternate,English Language Arts,0.35%,1,
4221,103271,Zillah Intermediate School,2017-18,Alternate,Math,0.35%,1,
4223,101958,Brewster Middle School,2017-18,Alternate,English Language Arts,0.92%,2,
4223,101958,Brewster Middle School,2017-18,Alternate,Math,0.92%,2,
4223,101958,Brewster Middle School,2017-18,Alternate,Science,2.67%,2,
4224,102918,Yelm Prairie Elementary,2017-18,Alternate,English Language Arts,2.10%,5,
4224,102918,Yelm Prairie Elementary,2017-18,Alternate,Math,2.10%,5,
4224,102918,Yelm Prairie Elementary,2017-18,Alternate,Science,2.25%,2,
4226,102838,Liberty Jr High & Elementary,2017-18,Alternate,English Language Arts,0.42%,1,
4226,102838,Liberty Jr High & Elementary,2017-18,Alternate,Math,0.42%,1,
4227,102305,Rocky Ridge Elementary,2017-18,Alternate,English Language Arts,2.86%,7,
4227,102305,Rocky Ridge Elementary,2017-18,Alternate,Math,2.87%,7,
4227,102305,Rocky Ridge Elementary,2017-18,Alternate,Science,1.43%,1,
4237,101945,Omak Middle School,2017-18,Alternate,English Language Arts,0.29%,1,
4237,101945,Omak Middle School,2017-18,Alternate,Math,0.29%,1,
4238,103001,Tenino Elementary School,2017-18,Alternate,English Language Arts,0.34%,1,
4238,103001,Tenino Elementary School,2017-18,Alternate,Math,0.34%,1,
4238,103001,Tenino Elementary School,2017-18,Alternate,Science,0.92%,1,
4245,100895,Elma Middle School,2017-18,Alternate,English Language Arts,1.29%,4,
4245,100895,Elma Middle School,2017-18,Alternate,Math,1.29%,4,
4249,101732,Ridgetop Middle School,2017-18,Alternate,English Language Arts,1.51%,11,27.2%
4249,101732,Ridgetop Middle School,2017-18,Alternate,Math,1.51%,11,27.2%
4249,101732,Ridgetop Middle School,2017-18,Alternate,Science,0.43%,1,
4250,102193,Emerald Hills Elementary,2017-18,Alternate,English Language Arts,2.21%,6,
4250,102193,Emerald Hills Elementary,2017-18,Alternate,Math,2.21%,6,
4250,102193,Emerald Hills Elementary,2017-18,Alternate,Science,1.12%,1,
4254,100796,Wahluke High School,2017-18,Alternate,English Language Arts,0.68%,1,
4254,100796,Wahluke High School,2017-18,Alternate,Math,0.68%,1,
4254,100796,Wahluke High School,2017-18,Alternate,Science,1.44%,2,
4260,100437,Chelan High School,2017-18,Alternate,English Language Arts,0.80%,1,
4260,100437,Chelan High School,2017-18,Alternate,Math,0.81%,1,
4260,100437,Chelan High School,2017-18,Alternate,Science,0.85%,1,
4261,100955,Chimacum Middle School,2017-18,Alternate,English Language Arts,0.57%,1,
4261,100955,Chimacum Middle School,2017-18,Alternate,Math,0.57%,1,
4262,102207,Orting Middle School,2017-18,Alternate,English Language Arts,1.32%,8,
4262,102207,Orting Middle School,2017-18,Alternate,Math,1.33%,8,
4262,102207,Orting Middle School,2017-18,Alternate,Science,1.03%,2,
4289,101237,Sunrise Elementary,2017-18,Alternate,English Language Arts,0.88%,2,
4289,101237,Sunrise Elementary,2017-18,Alternate,Math,0.88%,2,
4296,102306,Camas Prairie Elementary,2017-18,Alternate,English Language Arts,1.08%,4,
4296,102306,Camas Prairie Elementary,2017-18,Alternate,Math,1.08%,4,
4296,102306,Camas Prairie Elementary,2017-18,Alternate,Science,0.79%,1,
4297,102307,Graham Elementary,2017-18,Alternate,English Language Arts,1.69%,6,
4297,102307,Graham Elementary,2017-18,Alternate,Math,1.69%,6,
4297,102307,Graham Elementary,2017-18,Alternate,Science,1.57%,2,
4299,100613,Burnt Bridge Creek Elementary Sch,2017-18,Alternate,English Language Arts,3.81%,9,
4299,100613,Burnt Bridge Creek Elementary Sch,2017-18,Alternate,Math,3.81%,9,
4299,100613,Burnt Bridge Creek Elementary Sch,2017-18,Alternate,Science,3.66%,3,
4300,101474,Challenger Elementary,2017-18,Alternate,English Language Arts,2.28%,6,
4300,101474,Challenger Elementary,2017-18,Alternate,Math,2.28%,6,
4300,101474,Challenger Elementary,2017-18,Alternate,Science,3.49%,3,
4301,101604,Jenkins Creek Elementary School,2017-18,Alternate,English Language Arts,3.64%,9,
4301,101604,Jenkins Creek Elementary School,2017-18,Alternate,Math,3.64%,9,
4301,101604,Jenkins Creek Elementary School,2017-18,Alternate,Science,4.41%,3,
4302,101559,Samantha Smith Elementary,2017-18,Alternate,English Language Arts,0.26%,1,
4302,101559,Samantha Smith Elementary,2017-18,Alternate,Math,0.26%,1,
4302,101559,Samantha Smith Elementary,2017-18,Alternate,Science,0.71%,1,
4303,102500,Challenger Elementary,2017-18,Alternate,English Language Arts,1.18%,4,
4303,102500,Challenger Elementary,2017-18,Alternate,Math,1.18%,4,
4303,102500,Challenger Elementary,2017-18,Alternate,Science,0.86%,1,
4304,102501,Discovery Elementary,2017-18,Alternate,English Language Arts,2.68%,8,
4304,102501,Discovery Elementary,2017-18,Alternate,Math,2.68%,8,
4304,102501,Discovery Elementary,2017-18,Alternate,Science,2.94%,3,
4311,101861,Chehalis Middle School,2017-18,Alternate,English Language Arts,0.66%,4,
4311,101861,Chehalis Middle School,2017-18,Alternate,Math,0.66%,4,
4311,101861,Chehalis Middle School,2017-18,Alternate,Science,0.47%,1,
4316,102461,Mill Creek Elementary,2017-18,Alternate,English Language Arts,1.70%,6,
4316,102461,Mill Creek Elementary,2017-18,Alternate,Math,1.70%,6,
4316,102461,Mill Creek Elementary,2017-18,Alternate,Science,0.92%,1,
4318,101409,Tolt Middle School,2017-18,Alternate,English Language Arts,0.27%,2,
4318,101409,Tolt Middle School,2017-18,Alternate,Math,0.27%,2,
4318,101409,Tolt Middle School,2017-18,Alternate,Science,0.46%,1,
4320,101933,Sand Hill Elementary,2017-18,Alternate,English Language Arts,2.45%,6,
4320,101933,Sand Hill Elementary,2017-18,Alternate,Math,2.45%,6,
4321,100943,South Whidbey Elementary,2017-18,Alternate,English Language Arts,1.57%,6,
4321,100943,South Whidbey Elementary,2017-18,Alternate,Math,1.56%,6,
4321,100943,South Whidbey Elementary,2017-18,Alternate,Science,2.00%,2,
